#           k/h    P           
    0.10000E-03    0.16202E+03
    0.10202E-03    0.16520E+03
    0.10408E-03    0.16844E+03
    0.10618E-03    0.17175E+03
    0.10833E-03    0.17512E+03
    0.11052E-03    0.17855E+03
    0.11275E-03    0.18206E+03
    0.11503E-03    0.18563E+03
    0.11735E-03    0.18927E+03
    0.11972E-03    0.19298E+03
    0.12214E-03    0.19677E+03
    0.12461E-03    0.20063E+03
    0.12712E-03    0.20456E+03
    0.12969E-03    0.20858E+03
    0.13231E-03    0.21267E+03
    0.13499E-03    0.21684E+03
    0.13771E-03    0.22109E+03
    0.14049E-03    0.22543E+03
    0.14333E-03    0.22985E+03
    0.14623E-03    0.23436E+03
    0.14918E-03    0.23896E+03
    0.15220E-03    0.24364E+03
    0.15527E-03    0.24842E+03
    0.15841E-03    0.25329E+03
    0.16161E-03    0.25826E+03
    0.16487E-03    0.26332E+03
    0.16820E-03    0.26849E+03
    0.17160E-03    0.27375E+03
    0.17507E-03    0.27912E+03
    0.17860E-03    0.28459E+03
    0.18221E-03    0.29017E+03
    0.18589E-03    0.29586E+03
    0.18965E-03    0.30165E+03
    0.19348E-03    0.30757E+03
    0.19739E-03    0.31359E+03
    0.20138E-03    0.31974E+03
    0.20544E-03    0.32601E+03
    0.20959E-03    0.33239E+03
    0.21383E-03    0.33891E+03
    0.21815E-03    0.34555E+03
    0.22255E-03    0.35231E+03
    0.22705E-03    0.35922E+03
    0.23164E-03    0.36625E+03
    0.23632E-03    0.37343E+03
    0.24109E-03    0.38074E+03
    0.24596E-03    0.38819E+03
    0.25093E-03    0.39579E+03
    0.25600E-03    0.40354E+03
    0.26117E-03    0.41144E+03
    0.26645E-03    0.41949E+03
    0.27183E-03    0.42770E+03
    0.27732E-03    0.43607E+03
    0.28292E-03    0.44461E+03
    0.28864E-03    0.45330E+03
    0.29447E-03    0.46217E+03
    0.30042E-03    0.47121E+03
    0.30649E-03    0.48042E+03
    0.31268E-03    0.48982E+03
    0.31899E-03    0.49939E+03
    0.32544E-03    0.50915E+03
    0.33201E-03    0.51910E+03
    0.33872E-03    0.52925E+03
    0.34556E-03    0.53959E+03
    0.35254E-03    0.55012E+03
    0.35966E-03    0.56087E+03
    0.36693E-03    0.57182E+03
    0.37434E-03    0.58298E+03
    0.38190E-03    0.59436E+03
    0.38962E-03    0.60595E+03
    0.39749E-03    0.61777E+03
    0.40552E-03    0.62982E+03
    0.41371E-03    0.64210E+03
    0.42207E-03    0.65461E+03
    0.43060E-03    0.66737E+03
    0.43929E-03    0.68037E+03
    0.44817E-03    0.69362E+03
    0.45722E-03    0.70712E+03
    0.46646E-03    0.72088E+03
    0.47588E-03    0.73491E+03
    0.48550E-03    0.74920E+03
    0.49530E-03    0.76376E+03
    0.50531E-03    0.77861E+03
    0.51552E-03    0.79373E+03
    0.52593E-03    0.80915E+03
    0.53656E-03    0.82485E+03
    0.54739E-03    0.84086E+03
    0.55845E-03    0.85716E+03
    0.56973E-03    0.87378E+03
    0.58124E-03    0.89071E+03
    0.59299E-03    0.90796E+03
    0.60496E-03    0.92553E+03
    0.61719E-03    0.94344E+03
    0.62965E-03    0.96168E+03
    0.64237E-03    0.98027E+03
    0.65535E-03    0.99920E+03
    0.66859E-03    0.10185E+04
    0.68210E-03    0.10381E+04
    0.69588E-03    0.10581E+04
    0.70993E-03    0.10785E+04
    0.72427E-03    0.10993E+04
    0.73891E-03    0.11204E+04
    0.75383E-03    0.11420E+04
    0.76906E-03    0.11639E+04
    0.78460E-03    0.11863E+04
    0.80045E-03    0.12090E+04
    0.81662E-03    0.12322E+04
    0.83311E-03    0.12558E+04
    0.84994E-03    0.12798E+04
    0.86711E-03    0.13042E+04
    0.88463E-03    0.13291E+04
    0.90250E-03    0.13545E+04
    0.92073E-03    0.13803E+04
    0.93933E-03    0.14066E+04
    0.95831E-03    0.14333E+04
    0.97767E-03    0.14606E+04
    0.99742E-03    0.14883E+04
    0.10176E-02    0.15165E+04
    0.10381E-02    0.15452E+04
    0.10591E-02    0.15744E+04
    0.10805E-02    0.16041E+04
    0.11023E-02    0.16343E+04
    0.11246E-02    0.16651E+04
    0.11473E-02    0.16964E+04
    0.11705E-02    0.17283E+04
    0.11941E-02    0.17607E+04
    0.12182E-02    0.17936E+04
    0.12429E-02    0.18271E+04
    0.12680E-02    0.18612E+04
    0.12936E-02    0.18959E+04
    0.13197E-02    0.19311E+04
    0.13464E-02    0.19670E+04
    0.13736E-02    0.20034E+04
    0.14013E-02    0.20404E+04
    0.14296E-02    0.20781E+04
    0.14585E-02    0.21163E+04
    0.14880E-02    0.21552E+04
    0.15180E-02    0.21947E+04
    0.15487E-02    0.22349E+04
    0.15800E-02    0.22757E+04
    0.16119E-02    0.23171E+04
    0.16445E-02    0.23592E+04
    0.16777E-02    0.24019E+04
    0.17116E-02    0.24453E+04
    0.17462E-02    0.24894E+04
    0.17814E-02    0.25341E+04
    0.18174E-02    0.25795E+04
    0.18541E-02    0.26256E+04
    0.18916E-02    0.26723E+04
    0.19298E-02    0.27198E+04
    0.19688E-02    0.27679E+04
    0.20086E-02    0.28167E+04
    0.20491E-02    0.28662E+04
    0.20905E-02    0.29164E+04
    0.21328E-02    0.29673E+04
    0.21758E-02    0.30189E+04
    0.22198E-02    0.30711E+04
    0.22646E-02    0.31241E+04
    0.23104E-02    0.31777E+04
    0.23571E-02    0.32321E+04
    0.24047E-02    0.32871E+04
    0.24533E-02    0.33428E+04
    0.25028E-02    0.33992E+04
    0.25534E-02    0.34562E+04
    0.26050E-02    0.35140E+04
    0.26576E-02    0.35724E+04
    0.27113E-02    0.36315E+04
    0.27660E-02    0.36912E+04
    0.28219E-02    0.37515E+04
    0.28789E-02    0.38125E+04
    0.29371E-02    0.38742E+04
    0.29964E-02    0.39364E+04
    0.30569E-02    0.39993E+04
    0.31187E-02    0.40627E+04
    0.31817E-02    0.41268E+04
    0.32460E-02    0.41914E+04
    0.33115E-02    0.42566E+04
    0.33784E-02    0.43223E+04
    0.34467E-02    0.43886E+04
    0.35163E-02    0.44553E+04
    0.35874E-02    0.45226E+04
    0.36598E-02    0.45903E+04
    0.37338E-02    0.46585E+04
    0.38092E-02    0.47271E+04
    0.38861E-02    0.47961E+04
    0.39646E-02    0.48656E+04
    0.40447E-02    0.49354E+04
    0.41264E-02    0.50055E+04
    0.42098E-02    0.50760E+04
    0.42948E-02    0.51468E+04
    0.43816E-02    0.52178E+04
    0.44701E-02    0.52891E+04
    0.45604E-02    0.53605E+04
    0.46525E-02    0.54322E+04
    0.47465E-02    0.55040E+04
    0.48424E-02    0.55760E+04
    0.49402E-02    0.56480E+04
    0.50400E-02    0.57201E+04
    0.51419E-02    0.57922E+04
    0.52457E-02    0.58642E+04
    0.53517E-02    0.59363E+04
    0.54598E-02    0.60082E+04
    0.55701E-02    0.60800E+04
    0.56826E-02    0.61516E+04
    0.57974E-02    0.62230E+04
    0.59145E-02    0.62942E+04
    0.60340E-02    0.63650E+04
    0.61559E-02    0.64355E+04
    0.62803E-02    0.65056E+04
    0.64072E-02    0.65753E+04
    0.65366E-02    0.66445E+04
    0.66686E-02    0.67132E+04
    0.68033E-02    0.67812E+04
    0.69408E-02    0.68486E+04
    0.70810E-02    0.69154E+04
    0.72240E-02    0.69813E+04
    0.73700E-02    0.70465E+04
    0.75189E-02    0.71108E+04
    0.76708E-02    0.71742E+04
    0.78257E-02    0.72366E+04
    0.79838E-02    0.72980E+04
    0.81451E-02    0.73582E+04
    0.83096E-02    0.74173E+04
    0.84775E-02    0.74752E+04
    0.86488E-02    0.75317E+04
    0.88235E-02    0.75869E+04
    0.90017E-02    0.76406E+04
    0.91836E-02    0.76928E+04
    0.93691E-02    0.77435E+04
    0.95583E-02    0.77925E+04
    0.97514E-02    0.78397E+04
    0.99484E-02    0.78851E+04
    0.10149E-01    0.79287E+04
    0.10354E-01    0.79703E+04
    0.10564E-01    0.80099E+04
    0.10777E-01    0.80473E+04
    0.10995E-01    0.80826E+04
    0.11217E-01    0.81155E+04
    0.11443E-01    0.81462E+04
    0.11675E-01    0.81744E+04
    0.11910E-01    0.82001E+04
    0.12151E-01    0.82232E+04
    0.12397E-01    0.82436E+04
    0.12647E-01    0.82614E+04
    0.12902E-01    0.82762E+04
    0.13163E-01    0.82882E+04
    0.13429E-01    0.82973E+04
    0.13700E-01    0.83032E+04
    0.13977E-01    0.83061E+04
    0.14259E-01    0.83057E+04
    0.14547E-01    0.83020E+04
    0.14841E-01    0.82950E+04
    0.15141E-01    0.82846E+04
    0.15447E-01    0.82707E+04
    0.15759E-01    0.82533E+04
    0.16077E-01    0.82323E+04
    0.16402E-01    0.82076E+04
    0.16734E-01    0.81792E+04
    0.17072E-01    0.81471E+04
    0.17416E-01    0.81112E+04
    0.17768E-01    0.80715E+04
    0.18127E-01    0.80280E+04
    0.18493E-01    0.79807E+04
    0.18867E-01    0.79296E+04
    0.19248E-01    0.78746E+04
    0.19637E-01    0.78158E+04
    0.20034E-01    0.77531E+04
    0.20438E-01    0.76868E+04
    0.20851E-01    0.76166E+04
    0.21272E-01    0.75428E+04
    0.21702E-01    0.74654E+04
    0.22141E-01    0.73845E+04
    0.22588E-01    0.73001E+04
    0.23044E-01    0.72123E+04
    0.23510E-01    0.71213E+04
    0.23985E-01    0.70272E+04
    0.24469E-01    0.69302E+04
    0.24964E-01    0.68303E+04
    0.25468E-01    0.67278E+04
    0.25982E-01    0.66229E+04
    0.26507E-01    0.65157E+04
    0.27043E-01    0.64065E+04
    0.27589E-01    0.62955E+04
    0.28146E-01    0.61829E+04
    0.28715E-01    0.60689E+04
    0.29295E-01    0.59540E+04
    0.29887E-01    0.58382E+04
    0.30490E-01    0.57219E+04
    0.31106E-01    0.56054E+04
    0.31735E-01    0.54889E+04
    0.32376E-01    0.53728E+04
    0.33030E-01    0.52573E+04
    0.33697E-01    0.51428E+04
    0.34378E-01    0.50294E+04
    0.35072E-01    0.49177E+04
    0.35781E-01    0.48077E+04
    0.36504E-01    0.46997E+04
    0.37241E-01    0.45941E+04
    0.37993E-01    0.44910E+04
    0.38761E-01    0.43908E+04
    0.39544E-01    0.42936E+04
    0.40343E-01    0.41996E+04
    0.41158E-01    0.41089E+04
    0.41989E-01    0.40218E+04
    0.42838E-01    0.39383E+04
    0.43703E-01    0.38584E+04
    0.44586E-01    0.37822E+04
    0.45486E-01    0.37098E+04
    0.46405E-01    0.36410E+04
    0.47343E-01    0.35758E+04
    0.48299E-01    0.35141E+04
    0.49275E-01    0.34557E+04
    0.50270E-01    0.34004E+04
    0.51286E-01    0.33480E+04
    0.52322E-01    0.32982E+04
    0.53379E-01    0.32505E+04
    0.54457E-01    0.32046E+04
    0.55557E-01    0.31602E+04
    0.56680E-01    0.31168E+04
    0.57825E-01    0.30738E+04
    0.58993E-01    0.30308E+04
    0.60184E-01    0.29873E+04
    0.61400E-01    0.29426E+04
    0.62641E-01    0.28965E+04
    0.63906E-01    0.28483E+04
    0.65197E-01    0.27976E+04
    0.66514E-01    0.27441E+04
    0.67858E-01    0.26875E+04
    0.69229E-01    0.26276E+04
    0.70627E-01    0.25643E+04
    0.72054E-01    0.24976E+04
    0.73510E-01    0.24276E+04
    0.74994E-01    0.23548E+04
    0.76509E-01    0.22793E+04
    0.78055E-01    0.22019E+04
    0.79632E-01    0.21230E+04
    0.81241E-01    0.20436E+04
    0.82882E-01    0.19644E+04
    0.84556E-01    0.18861E+04
    0.86264E-01    0.18098E+04
    0.88007E-01    0.17361E+04
    0.89785E-01    0.16658E+04
    0.91598E-01    0.15997E+04
    0.93449E-01    0.15383E+04
    0.95337E-01    0.14820E+04
    0.97263E-01    0.14311E+04
    0.99227E-01    0.13856E+04
    0.10123E+00    0.13456E+04
    0.10328E+00    0.13106E+04
    0.10536E+00    0.12803E+04
    0.10749E+00    0.12539E+04
    0.10966E+00    0.12308E+04
    0.11188E+00    0.12099E+04
    0.11414E+00    0.11903E+04
    0.11644E+00    0.11708E+04
    0.11880E+00    0.11504E+04
    0.12120E+00    0.11280E+04
    0.12365E+00    0.11030E+04
    0.12614E+00    0.10747E+04
    0.12869E+00    0.10429E+04
    0.13129E+00    0.10076E+04
    0.13394E+00    0.96932E+03
    0.13665E+00    0.92872E+03
    0.13941E+00    0.88684E+03
    0.14223E+00    0.84482E+03
    0.14510E+00    0.80388E+03
    0.14803E+00    0.76515E+03
    0.15102E+00    0.72960E+03
    0.15407E+00    0.69795E+03
    0.15718E+00    0.67057E+03
    0.16036E+00    0.64750E+03
    0.16360E+00    0.62840E+03
    0.16690E+00    0.61263E+03
    0.17028E+00    0.59925E+03
    0.17371E+00    0.58714E+03
    0.17722E+00    0.57513E+03
    0.18080E+00    0.56214E+03
    0.18446E+00    0.54730E+03
    0.18818E+00    0.53012E+03
    0.19198E+00    0.51058E+03
    0.19586E+00    0.48909E+03
    0.19982E+00    0.46644E+03
    0.20386E+00    0.44368E+03
    0.20797E+00    0.42186E+03
    0.21218E+00    0.40191E+03
    0.21646E+00    0.38443E+03
    0.22083E+00    0.36966E+03
    0.22530E+00    0.35740E+03
    0.22985E+00    0.34707E+03
    0.23449E+00    0.33787E+03
    0.23923E+00    0.32887E+03
    0.24406E+00    0.31929E+03
    0.24899E+00    0.30860E+03
    0.25402E+00    0.29669E+03
    0.25915E+00    0.28386E+03
    0.26439E+00    0.27071E+03
    0.26973E+00    0.25798E+03
    0.27518E+00    0.24629E+03
    0.28074E+00    0.23601E+03
    0.28641E+00    0.22718E+03
    0.29219E+00    0.21949E+03
    0.29810E+00    0.21242E+03
    0.30412E+00    0.20541E+03
    0.31026E+00    0.19806E+03
    0.31653E+00    0.19022E+03
    0.32292E+00    0.18204E+03
    0.32945E+00    0.17390E+03
    0.33610E+00    0.16618E+03
    0.34289E+00    0.15918E+03
    0.34982E+00    0.15293E+03
    0.35689E+00    0.14725E+03
    0.36409E+00    0.14186E+03
    0.37145E+00    0.13648E+03
    0.37895E+00    0.13098E+03
    0.38661E+00    0.12541E+03
    0.39442E+00    0.11996E+03
    0.40239E+00    0.11481E+03
    0.41052E+00    0.11007E+03
    0.41881E+00    0.10568E+03
    0.42727E+00    0.10151E+03
    0.43590E+00    0.97425E+02
    0.44471E+00    0.93368E+02
    0.45369E+00    0.89379E+02
    0.46286E+00    0.85547E+02
    0.47221E+00    0.81935E+02
    0.48174E+00    0.78539E+02
    0.49148E+00    0.75301E+02
    0.50141E+00    0.72160E+02
    0.51153E+00    0.69094E+02
    0.52187E+00    0.66129E+02
    0.53241E+00    0.63297E+02
    0.54317E+00    0.60608E+02
    0.55414E+00    0.58041E+02
    0.56533E+00    0.55569E+02
    0.57675E+00    0.53180E+02
    0.58840E+00    0.50882E+02
    0.60029E+00    0.48684E+02
    0.61242E+00    0.46586E+02
    0.62479E+00    0.44575E+02
    0.63741E+00    0.42641E+02
    0.65029E+00    0.40784E+02
    0.66342E+00    0.39004E+02
    0.67683E+00    0.37303E+02
    0.69050E+00    0.35672E+02
    0.70445E+00    0.34108E+02
    0.71868E+00    0.32608E+02
    0.73320E+00    0.31172E+02
    0.74801E+00    0.29798E+02
    0.76312E+00    0.28481E+02
    0.77854E+00    0.27219E+02
    0.79426E+00    0.26011E+02
    0.81031E+00    0.24854E+02
    0.82668E+00    0.23747E+02
    0.84338E+00    0.22687E+02
    0.86041E+00    0.21672E+02
    0.87780E+00    0.20701E+02
    0.89553E+00    0.19772E+02
    0.91362E+00    0.18883E+02
    0.93208E+00    0.18032E+02
    0.95091E+00    0.17219E+02
    0.97011E+00    0.16440E+02
    0.98971E+00    0.15696E+02
    0.10097E+01    0.14984E+02
    0.10301E+01    0.14303E+02
    0.10509E+01    0.13652E+02
    0.10721E+01    0.13030E+02
    0.10938E+01    0.12435E+02
    0.11159E+01    0.11866E+02
    0.11384E+01    0.11322E+02
    0.11614E+01    0.10803E+02
    0.11849E+01    0.10306E+02
    0.12088E+01    0.98321E+01
    0.12333E+01    0.93787E+01
    0.12582E+01    0.89457E+01
    0.12836E+01    0.85322E+01
    0.13095E+01    0.81370E+01
    0.13360E+01    0.77595E+01
    0.13630E+01    0.73993E+01
    0.13905E+01    0.70552E+01
    0.14186E+01    0.67265E+01
    0.14472E+01    0.64129E+01
    0.14765E+01    0.61133E+01
    0.15063E+01    0.58273E+01
    0.15367E+01    0.55545E+01
    0.15678E+01    0.52939E+01
    0.15994E+01    0.50453E+01
    0.16318E+01    0.48081E+01
    0.16647E+01    0.45817E+01
    0.16984E+01    0.43657E+01
    0.17327E+01    0.41596E+01
    0.17677E+01    0.39629E+01
    0.18034E+01    0.37754E+01
    0.18398E+01    0.35965E+01
    0.18770E+01    0.34259E+01
    0.19149E+01    0.32631E+01
    0.19536E+01    0.31079E+01
    0.19930E+01    0.29598E+01
    0.20333E+01    0.28189E+01
    0.20744E+01    0.26843E+01
    0.21163E+01    0.25559E+01
    0.21590E+01    0.24337E+01
    0.22026E+01    0.23172E+01
    0.22471E+01    0.22059E+01
    0.22925E+01    0.21001E+01
    0.23388E+01    0.19992E+01
    0.23861E+01    0.19029E+01
    0.24343E+01    0.18113E+01
    0.24835E+01    0.17240E+01
    0.25336E+01    0.16407E+01
    0.25848E+01    0.15615E+01
    0.26370E+01    0.14860E+01
    0.26903E+01    0.14139E+01
    0.27447E+01    0.13455E+01
    0.28001E+01    0.12802E+01
    0.28567E+01    0.12180E+01
    0.29144E+01    0.11588E+01
    0.29733E+01    0.11023E+01
    0.30333E+01    0.10487E+01
    0.30946E+01    0.99752E+00
    0.31571E+01    0.94883E+00
    0.32209E+01    0.90249E+00
    0.32860E+01    0.85833E+00
    0.33523E+01    0.81633E+00
    0.34201E+01    0.77632E+00
    0.34892E+01    0.73827E+00
    0.35596E+01    0.70201E+00
    0.36316E+01    0.66753E+00
    0.37049E+01    0.63469E+00
    0.37798E+01    0.60346E+00
    0.38561E+01    0.57373E+00
    0.39340E+01    0.54545E+00
    0.40135E+01    0.51851E+00
    0.40946E+01    0.49291E+00
    0.41773E+01    0.46855E+00
    0.42617E+01    0.44536E+00
    0.43478E+01    0.42331E+00
    0.44356E+01    0.40233E+00
    0.45252E+01    0.38238E+00
    0.46166E+01    0.36339E+00
    0.47099E+01    0.34534E+00
    0.48050E+01    0.32817E+00
    0.49021E+01    0.31184E+00
    0.50011E+01    0.29631E+00
    0.51021E+01    0.28154E+00
    0.52052E+01    0.26750E+00
    0.53104E+01    0.25415E+00
    0.54176E+01    0.24145E+00
    0.55271E+01    0.22938E+00
    0.56387E+01    0.21791E+00
    0.57526E+01    0.20700E+00
    0.58689E+01    0.19662E+00
    0.59874E+01    0.18676E+00
    0.61084E+01    0.17740E+00
    0.62318E+01    0.16849E+00
    0.63577E+01    0.16002E+00
    0.64861E+01    0.15197E+00
    0.66171E+01    0.14433E+00
    0.67508E+01    0.13706E+00
    0.68872E+01    0.13015E+00
    0.70263E+01    0.12359E+00
    0.71682E+01    0.11735E+00
    0.73130E+01    0.11143E+00
    0.74608E+01    0.10580E+00
    0.76115E+01    0.10045E+00
    0.77653E+01    0.95365E-01
    0.79221E+01    0.90536E-01
    0.80822E+01    0.85950E-01
    0.82454E+01    0.81593E-01
    0.84120E+01    0.77453E-01
    0.85819E+01    0.73522E-01
    0.87553E+01    0.69787E-01
    0.89322E+01    0.66241E-01
    0.91126E+01    0.62873E-01
    0.92967E+01    0.59672E-01
    0.94845E+01    0.56634E-01
    0.96761E+01    0.53749E-01
    0.98716E+01    0.51009E-01
    0.10071E+02    0.48407E-01
    0.10274E+02    0.45936E-01
    0.10482E+02    0.43590E-01
    0.10694E+02    0.41363E-01
    0.10910E+02    0.39248E-01
    0.11130E+02    0.37240E-01
    0.11355E+02    0.35334E-01
    0.11584E+02    0.33524E-01
    0.11818E+02    0.31806E-01
    0.12057E+02    0.30175E-01
    0.12301E+02    0.28627E-01
    0.12549E+02    0.27157E-01
    0.12803E+02    0.25762E-01
    0.13061E+02    0.24438E-01
    0.13325E+02    0.23182E-01
    0.13594E+02    0.21989E-01
    0.13869E+02    0.20858E-01
    0.14149E+02    0.19783E-01
    0.14435E+02    0.18764E-01
    0.14727E+02    0.17797E-01
    0.15024E+02    0.16879E-01
    0.15328E+02    0.16007E-01
    0.15637E+02    0.15181E-01
    0.15953E+02    0.14397E-01
    0.16275E+02    0.13653E-01
    0.16604E+02    0.12946E-01
    0.16940E+02    0.12277E-01
    0.17282E+02    0.11641E-01
    0.17631E+02    0.11038E-01
    0.17987E+02    0.10466E-01
    0.18351E+02    0.99235E-02
    0.18721E+02    0.94089E-02
    0.19099E+02    0.89205E-02
    0.19485E+02    0.84574E-02
    0.19879E+02    0.80181E-02
    0.20280E+02    0.76014E-02
    0.20690E+02    0.72062E-02
    0.21108E+02    0.68313E-02
    0.21535E+02    0.64758E-02
    0.21970E+02    0.61386E-02
    0.22413E+02    0.58188E-02
    0.22866E+02    0.55156E-02
    0.23328E+02    0.52280E-02
    0.23799E+02    0.49552E-02
    0.24280E+02    0.46966E-02
    0.24771E+02    0.44514E-02
    0.25271E+02    0.42189E-02
    0.25782E+02    0.39984E-02
    0.26302E+02    0.37893E-02
    0.26834E+02    0.35911E-02
    0.27376E+02    0.34032E-02
    0.27929E+02    0.32250E-02
    0.28493E+02    0.30561E-02
    0.29069E+02    0.28959E-02
    0.29656E+02    0.27441E-02
    0.30255E+02    0.26002E-02
