#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.339485E-05   0.973680E+07   0.973680E+07   0.129821E+08   0.129820E+08   0.973721E+07   0.973682E+07   0.973680E+07   0.974298E+07  -0.585613E+00   0.905482E+07   0.905482E+07   0.521041E-02
   0.346343E-05   0.973680E+07   0.973680E+07   0.129820E+08   0.129820E+08   0.973721E+07   0.973682E+07   0.973680E+07   0.974298E+07  -0.585613E+00   0.905482E+07   0.905482E+07   0.531567E-02
   0.353340E-05   0.973680E+07   0.973680E+07   0.129820E+08   0.129820E+08   0.973721E+07   0.973682E+07   0.973680E+07   0.974298E+07  -0.585613E+00   0.905482E+07   0.905482E+07   0.542305E-02
   0.360478E-05   0.973680E+07   0.973680E+07   0.129820E+08   0.129820E+08   0.973721E+07   0.973682E+07   0.973680E+07   0.974298E+07  -0.585613E+00   0.905482E+07   0.905482E+07   0.553260E-02
   0.367760E-05   0.973680E+07   0.973680E+07   0.129820E+08   0.129820E+08   0.973721E+07   0.973682E+07   0.973680E+07   0.974298E+07  -0.585613E+00   0.905482E+07   0.905482E+07   0.564437E-02
   0.375189E-05   0.973680E+07   0.973680E+07   0.129820E+08   0.129820E+08   0.973721E+07   0.973682E+07   0.973680E+07   0.974298E+07  -0.585613E+00   0.905482E+07   0.905482E+07   0.575839E-02
   0.382769E-05   0.973680E+07   0.973680E+07   0.129820E+08   0.129820E+08   0.973721E+07   0.973682E+07   0.973680E+07   0.974298E+07  -0.585613E+00   0.905482E+07   0.905482E+07   0.587472E-02
   0.390501E-05   0.973680E+07   0.973680E+07   0.129819E+08   0.129819E+08   0.973721E+07   0.973682E+07   0.973680E+07   0.974298E+07  -0.585613E+00   0.905482E+07   0.905482E+07   0.599340E-02
   0.398390E-05   0.973680E+07   0.973680E+07   0.129819E+08   0.129819E+08   0.973721E+07   0.973682E+07   0.973680E+07   0.974298E+07  -0.585613E+00   0.905482E+07   0.905482E+07   0.611447E-02
   0.406438E-05   0.973680E+07   0.973680E+07   0.129819E+08   0.129819E+08   0.973721E+07   0.973682E+07   0.973680E+07   0.974298E+07  -0.585613E+00   0.905482E+07   0.905482E+07   0.623799E-02
   0.414648E-05   0.973680E+07   0.973680E+07   0.129819E+08   0.129819E+08   0.973721E+07   0.973682E+07   0.973680E+07   0.974298E+07  -0.585613E+00   0.905482E+07   0.905482E+07   0.636400E-02
   0.423025E-05   0.973680E+07   0.973680E+07   0.129819E+08   0.129819E+08   0.973721E+07   0.973682E+07   0.973680E+07   0.974298E+07  -0.585613E+00   0.905482E+07   0.905482E+07   0.649257E-02
   0.431570E-05   0.973680E+07   0.973680E+07   0.129818E+08   0.129818E+08   0.973721E+07   0.973682E+07   0.973680E+07   0.974298E+07  -0.585613E+00   0.905482E+07   0.905482E+07   0.662372E-02
   0.440289E-05   0.973680E+07   0.973680E+07   0.129818E+08   0.129818E+08   0.973721E+07   0.973682E+07   0.973680E+07   0.974298E+07  -0.585613E+00   0.905482E+07   0.905482E+07   0.675753E-02
   0.449183E-05   0.973680E+07   0.973680E+07   0.129818E+08   0.129818E+08   0.973721E+07   0.973682E+07   0.973680E+07   0.974298E+07  -0.585613E+00   0.905482E+07   0.905482E+07   0.689404E-02
   0.458257E-05   0.973680E+07   0.973680E+07   0.129818E+08   0.129818E+08   0.973721E+07   0.973682E+07   0.973680E+07   0.974298E+07  -0.585613E+00   0.905482E+07   0.905482E+07   0.703331E-02
   0.467515E-05   0.973680E+07   0.973680E+07   0.129817E+08   0.129817E+08   0.973721E+07   0.973682E+07   0.973680E+07   0.974298E+07  -0.585613E+00   0.905482E+07   0.905482E+07   0.717539E-02
   0.476959E-05   0.973680E+07   0.973680E+07   0.129817E+08   0.129817E+08   0.973721E+07   0.973682E+07   0.973680E+07   0.974298E+07  -0.585613E+00   0.905482E+07   0.905482E+07   0.732034E-02
   0.486594E-05   0.973680E+07   0.973680E+07   0.129817E+08   0.129817E+08   0.973721E+07   0.973682E+07   0.973680E+07   0.974298E+07  -0.585613E+00   0.905482E+07   0.905482E+07   0.746822E-02
   0.496424E-05   0.973680E+07   0.973680E+07   0.129816E+08   0.129816E+08   0.973721E+07   0.973682E+07   0.973680E+07   0.974298E+07  -0.585613E+00   0.905482E+07   0.905482E+07   0.761909E-02
   0.506453E-05   0.973680E+07   0.973680E+07   0.129816E+08   0.129816E+08   0.973721E+07   0.973682E+07   0.973680E+07   0.974298E+07  -0.585613E+00   0.905482E+07   0.905482E+07   0.777300E-02
   0.516684E-05   0.973680E+07   0.973680E+07   0.129816E+08   0.129816E+08   0.973721E+07   0.973682E+07   0.973680E+07   0.974298E+07  -0.585613E+00   0.905482E+07   0.905482E+07   0.793003E-02
   0.527121E-05   0.973680E+07   0.973680E+07   0.129816E+08   0.129815E+08   0.973721E+07   0.973682E+07   0.973680E+07   0.974298E+07  -0.585613E+00   0.905482E+07   0.905482E+07   0.809022E-02
   0.537770E-05   0.973680E+07   0.973680E+07   0.129815E+08   0.129815E+08   0.973721E+07   0.973682E+07   0.973680E+07   0.974298E+07  -0.585613E+00   0.905482E+07   0.905482E+07   0.825366E-02
   0.548633E-05   0.973680E+07   0.973680E+07   0.129815E+08   0.129815E+08   0.973721E+07   0.973682E+07   0.973680E+07   0.974298E+07  -0.585613E+00   0.905482E+07   0.905482E+07   0.842039E-02
   0.559717E-05   0.973680E+07   0.973680E+07   0.129814E+08   0.129814E+08   0.973721E+07   0.973682E+07   0.973680E+07   0.974298E+07  -0.585613E+00   0.905482E+07   0.905482E+07   0.859049E-02
   0.571024E-05   0.973680E+07   0.973680E+07   0.129814E+08   0.129814E+08   0.973721E+07   0.973682E+07   0.973680E+07   0.974298E+07  -0.585613E+00   0.905482E+07   0.905482E+07   0.876403E-02
   0.582559E-05   0.973680E+07   0.973680E+07   0.129814E+08   0.129814E+08   0.973721E+07   0.973682E+07   0.973680E+07   0.974298E+07  -0.585613E+00   0.905482E+07   0.905482E+07   0.894107E-02
   0.594328E-05   0.973680E+07   0.973680E+07   0.129813E+08   0.129813E+08   0.973721E+07   0.973682E+07   0.973680E+07   0.974298E+07  -0.585613E+00   0.905482E+07   0.905482E+07   0.912169E-02
   0.606334E-05   0.973680E+07   0.973680E+07   0.129813E+08   0.129813E+08   0.973721E+07   0.973682E+07   0.973680E+07   0.974298E+07  -0.585613E+00   0.905482E+07   0.905482E+07   0.930596E-02
   0.618583E-05   0.973680E+07   0.973680E+07   0.129812E+08   0.129812E+08   0.973720E+07   0.973682E+07   0.973680E+07   0.974298E+07  -0.585613E+00   0.905482E+07   0.905482E+07   0.949395E-02
   0.631079E-05   0.973680E+07   0.973680E+07   0.129812E+08   0.129812E+08   0.973720E+07   0.973682E+07   0.973680E+07   0.974298E+07  -0.585613E+00   0.905482E+07   0.905482E+07   0.968574E-02
   0.643827E-05   0.973680E+07   0.973680E+07   0.129811E+08   0.129811E+08   0.973720E+07   0.973682E+07   0.973680E+07   0.974298E+07  -0.585613E+00   0.905482E+07   0.905482E+07   0.988140E-02
   0.656834E-05   0.973680E+07   0.973680E+07   0.129811E+08   0.129811E+08   0.973720E+07   0.973682E+07   0.973680E+07   0.974298E+07  -0.585613E+00   0.905482E+07   0.905482E+07   0.100810E-01
   0.670102E-05   0.973680E+07   0.973680E+07   0.129810E+08   0.129810E+08   0.973720E+07   0.973682E+07   0.973680E+07   0.974298E+07  -0.585613E+00   0.905482E+07   0.905482E+07   0.102847E-01
