#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.339485E-05   0.130323E+07   0.130323E+07   0.173763E+07   0.173763E+07   0.130604E+07   0.130333E+07   0.130323E+07   0.130960E+07  -0.600916E+00   0.130127E+07   0.130127E+07   0.328923E-01
   0.346343E-05   0.130323E+07   0.130323E+07   0.173763E+07   0.173763E+07   0.130604E+07   0.130333E+07   0.130323E+07   0.130960E+07  -0.600916E+00   0.130127E+07   0.130127E+07   0.335568E-01
   0.353340E-05   0.130323E+07   0.130323E+07   0.173763E+07   0.173763E+07   0.130604E+07   0.130333E+07   0.130323E+07   0.130960E+07  -0.600917E+00   0.130127E+07   0.130127E+07   0.342346E-01
   0.360478E-05   0.130323E+07   0.130323E+07   0.173763E+07   0.173763E+07   0.130604E+07   0.130333E+07   0.130323E+07   0.130960E+07  -0.600916E+00   0.130127E+07   0.130127E+07   0.349262E-01
   0.367760E-05   0.130323E+07   0.130323E+07   0.173763E+07   0.173763E+07   0.130604E+07   0.130333E+07   0.130323E+07   0.130960E+07  -0.600917E+00   0.130127E+07   0.130127E+07   0.356318E-01
   0.375189E-05   0.130323E+07   0.130323E+07   0.173763E+07   0.173763E+07   0.130604E+07   0.130333E+07   0.130323E+07   0.130960E+07  -0.600916E+00   0.130127E+07   0.130127E+07   0.363516E-01
   0.382769E-05   0.130323E+07   0.130323E+07   0.173763E+07   0.173763E+07   0.130604E+07   0.130333E+07   0.130323E+07   0.130960E+07  -0.600916E+00   0.130127E+07   0.130127E+07   0.370859E-01
   0.390501E-05   0.130323E+07   0.130323E+07   0.173763E+07   0.173763E+07   0.130604E+07   0.130333E+07   0.130323E+07   0.130960E+07  -0.600916E+00   0.130127E+07   0.130127E+07   0.378351E-01
   0.398390E-05   0.130323E+07   0.130323E+07   0.173763E+07   0.173763E+07   0.130604E+07   0.130333E+07   0.130323E+07   0.130960E+07  -0.600916E+00   0.130127E+07   0.130127E+07   0.385995E-01
   0.406438E-05   0.130323E+07   0.130323E+07   0.173763E+07   0.173763E+07   0.130604E+07   0.130333E+07   0.130323E+07   0.130960E+07  -0.600916E+00   0.130127E+07   0.130127E+07   0.393792E-01
   0.414648E-05   0.130323E+07   0.130323E+07   0.173763E+07   0.173763E+07   0.130604E+07   0.130333E+07   0.130323E+07   0.130960E+07  -0.600916E+00   0.130127E+07   0.130127E+07   0.401747E-01
   0.423025E-05   0.130323E+07   0.130323E+07   0.173763E+07   0.173763E+07   0.130604E+07   0.130333E+07   0.130323E+07   0.130960E+07  -0.600916E+00   0.130127E+07   0.130127E+07   0.409863E-01
   0.431570E-05   0.130323E+07   0.130323E+07   0.173763E+07   0.173763E+07   0.130604E+07   0.130333E+07   0.130323E+07   0.130960E+07  -0.600916E+00   0.130127E+07   0.130127E+07   0.418143E-01
